@relation extracted_sessions_numeric
@attribute duration integer
@attribute requests_count integer
@attribute average_request_duration real
@data
620,4,206.66666666666666
446,2,446.0
95,4,31.666666666666668
962,4,320.6666666666667
342,5,85.5
25,2,25.0
247,3,123.5
12,2,12.0
14,2,14.0
52,3,26.0
16,2,16.0
10,2,10.0
503,3,251.5
52,2,52.0
515,6,103.0
1741,11,174.1
347,5,86.75
53,3,26.5
505,2,505.0
138,4,46.0
200,2,200.0
581,10,64.55555555555556
1859,24,80.82608695652173
537,2,537.0
767,10,85.22222222222223
273,3,136.5
77,2,77.0
166,3,83.0
399,2,399.0
736,7,122.66666666666667
221,5,55.25
57,2,57.0
398,5,99.5
263,3,131.5
1022,8,146.0
35,2,35.0
418,7,69.66666666666667
432,9,54.0
1208,6,241.6
115,3,57.5
17,2,17.0
89,2,89.0
75,5,18.75
57,5,14.25
12,2,12.0
581,13,48.416666666666664
163,7,27.166666666666668
50,2,50.0
64,3,32.0
240,4,80.0
61,4,20.333333333333332
353,3,176.5
225,2,225.0
1123,5,280.75
1019,8,145.57142857142858
1734,10,192.66666666666666
304,8,43.42857142857143
87,3,43.5
381,5,95.25
262,8,37.42857142857143
948,11,94.8
1187,9,148.375
224,3,112.0
158,5,39.5
231,2,231.0
51,4,17.0
174,2,174.0
419,2,419.0
359,6,71.8
140,3,70.0
6,2,6.0
1219,5,304.75
1219,15,87.07142857142857
1554,16,103.6
252,3,126.0
362,4,120.66666666666667
559,4,186.33333333333334
1459,11,145.9
305,4,101.66666666666667
146,3,73.0
323,2,323.0
7098,57,126.75
437,5,109.25
38,2,38.0
194,4,64.66666666666667
44,2,44.0
624,6,124.8
662,10,73.55555555555556
56,5,14.0
6,2,6.0
67,2,67.0
87,5,21.75
51,2,51.0
188,3,94.0
363,2,363.0
710,7,118.33333333333333
15,2,15.0
239,7,39.833333333333336
428,5,107.0
17,2,17.0
41,3,20.5
26,2,26.0
163,3,81.5
500,4,166.66666666666666
1415,6,283.0
333,7,55.5
11,2,11.0
496,6,99.2
454,9,56.75
277,4,92.33333333333333
36,2,36.0
719,16,47.93333333333333
229,2,229.0
28,2,28.0
740,7,123.33333333333333
172,2,172.0
605,4,201.66666666666666
820,7,136.66666666666666
223,3,111.5
74,4,24.666666666666668
9,2,9.0
78,2,78.0
1974,11,197.4
32,3,16.0
59,2,59.0
465,7,77.5
151,8,21.571428571428573
256,2,256.0
332,2,332.0
328,5,82.0
517,4,172.33333333333334
361,2,361.0
171,4,57.0
87,2,87.0
294,4,98.0
27,2,27.0
388,4,129.33333333333334
58,3,29.0
824,9,103.0
228,4,76.0
19,2,19.0
62,3,31.0
199,4,66.33333333333333
146,3,73.0
38,3,19.0
292,5,73.0
60,2,60.0
183,4,61.0
743,7,123.83333333333333
387,4,129.0
711,8,101.57142857142857
343,3,171.5
1221,11,122.1
447,4,149.0
6,2,6.0
299,4,99.66666666666667
357,3,178.5
681,3,340.5
177,2,177.0
967,5,241.75
67,2,67.0
45,2,45.0
157,2,157.0
75,3,37.5
224,5,56.0
83,3,41.5
336,6,67.2
84,5,21.0
25,3,12.5
1215,11,121.5
27,4,9.0
199,4,66.33333333333333
124,2,124.0
109,3,54.5
82,3,41.0
1053,5,263.25
20,2,20.0
45,3,22.5
302,4,100.66666666666667
391,8,55.857142857142854
569,5,142.25
309,5,77.25
231,4,77.0
423,4,141.0
313,7,52.166666666666664
73,2,73.0
509,6,101.8
906,11,90.6
107,4,35.666666666666664
242,10,26.88888888888889
580,6,116.0
342,2,342.0
94,2,94.0
694,7,115.66666666666667
876,4,292.0
189,3,94.5
59,2,59.0
84,5,21.0
38,3,19.0
234,3,117.0
273,4,91.0
227,3,113.5
553,4,184.33333333333334
336,3,168.0
55,2,55.0
342,6,68.4
654,12,59.45454545454545
60,2,60.0
434,5,108.5
67,2,67.0
1379,17,86.1875
327,2,327.0
158,2,158.0
539,5,134.75
62,4,20.666666666666668
205,6,41.0
110,4,36.666666666666664
436,5,109.0
29,2,29.0
507,2,507.0
506,4,168.66666666666666
247,3,123.5
111,4,37.0
24,2,24.0
750,10,83.33333333333333
538,8,76.85714285714286
971,13,80.91666666666667
34,4,11.333333333333334
1133,10,125.88888888888889
289,8,41.285714285714285
73,2,73.0
40,2,40.0
37,2,37.0
21,2,21.0
364,4,121.33333333333333
110,4,36.666666666666664
600,10,66.66666666666667
714,4,238.0
32,2,32.0
691,4,230.33333333333334
316,3,158.0
362,9,45.25
17,2,17.0
43,2,43.0
61,3,30.5
107,5,26.75
3,2,3.0
188,4,62.666666666666664
571,9,71.375
310,4,103.33333333333333
170,5,42.5
275,4,91.66666666666667
646,9,80.75
248,5,62.0
144,4,48.0
80,2,80.0
409,6,81.8
203,5,50.75
1294,20,68.10526315789474
18,2,18.0
370,5,92.5
711,7,118.5
396,6,79.2
330,6,66.0
759,4,253.0
760,5,190.0
175,3,87.5
742,6,148.4
116,2,116.0
141,3,70.5
370,5,92.5
625,6,125.0
889,5,222.25
70,2,70.0
443,4,147.66666666666666
271,3,135.5
598,2,598.0
134,5,33.5
186,6,37.2
242,4,80.66666666666667
45,2,45.0
19,2,19.0
399,4,133.0
16,2,16.0
376,9,47.0
108,3,54.0
21,2,21.0
431,7,71.83333333333333
105,3,52.5
272,5,68.0
216,3,108.0
88,3,44.0
49,2,49.0
25,2,25.0
170,3,85.0
76,2,76.0
40,3,20.0
17,2,17.0
32,2,32.0
1998,20,105.15789473684211
158,5,39.5
53,3,26.5
180,5,45.0
1225,12,111.36363636363636
114,3,57.0
8,2,8.0
1413,13,117.75
168,4,56.0
23,3,11.5
115,3,57.5
246,4,82.0
24,2,24.0
1111,10,123.44444444444444
98,2,98.0
3,2,3.0
62,2,62.0
57,2,57.0
81,3,40.5
87,2,87.0
1199,7,199.83333333333334
945,9,118.125
656,7,109.33333333333333
578,2,578.0
547,3,273.5
66,2,66.0
167,4,55.666666666666664
165,2,165.0
393,4,131.0
314,2,314.0
803,7,133.83333333333334
96,2,96.0
56,2,56.0
214,5,53.5
113,2,113.0
258,4,86.0
39,3,19.5
397,8,56.714285714285715
153,2,153.0
257,8,36.714285714285715
104,4,34.666666666666664
742,6,148.4
194,2,194.0
638,6,127.6
121,2,121.0
165,4,55.0
132,3,66.0
62,2,62.0
299,3,149.5
322,5,80.5
39,2,39.0
711,6,142.2
564,3,282.0
42,2,42.0
69,2,69.0
616,8,88.0
730,4,243.33333333333334
998,5,249.5
802,3,401.0
15,2,15.0
440,8,62.857142857142854
50,2,50.0
299,7,49.833333333333336
17,3,8.5
54,3,27.0
73,3,36.5
203,3,101.5
34,4,11.333333333333334
360,5,90.0
352,6,70.4
832,7,138.66666666666666
96,2,96.0
60,3,30.0
58,2,58.0
685,8,97.85714285714286
63,3,31.5
110,2,110.0
141,3,70.5
441,10,49.0
157,4,52.333333333333336
111,3,55.5
75,2,75.0
218,4,72.66666666666667
418,3,209.0
336,5,84.0
151,3,75.5
32,2,32.0
52,2,52.0
1798,41,44.95
2,2,2.0
598,4,199.33333333333334
78,2,78.0
30,2,30.0
867,5,216.75
973,5,243.25
446,2,446.0
615,3,307.5
1245,7,207.5
131,3,65.5
375,3,187.5
70,2,70.0
18,2,18.0
326,6,65.2
234,6,46.8
256,3,128.0
181,5,45.25
723,9,90.375
1088,20,57.26315789473684
147,4,49.0
1422,7,237.0
847,5,211.75
24,2,24.0
22,2,22.0
264,2,264.0
1711,12,155.54545454545453
406,7,67.66666666666667
89,3,44.5
227,3,113.5
73,3,36.5
62,2,62.0
279,7,46.5
225,10,25.0
7,2,7.0
93,5,23.25
5,2,5.0
71,3,35.5
981,8,140.14285714285714
150,4,50.0
268,6,53.6
67,2,67.0
13,2,13.0
144,2,144.0
1013,8,144.71428571428572
215,3,107.5
234,6,46.8
335,3,167.5
83,3,41.5
148,3,74.0
170,6,34.0
1276,24,55.47826086956522
1155,4,385.0
131,2,131.0
409,6,81.8
154,2,154.0
103,4,34.333333333333336
676,4,225.33333333333334
40,2,40.0
111,5,27.75
103,2,103.0
52,3,26.0
712,15,50.857142857142854
5,2,5.0
429,6,85.8
337,8,48.142857142857146
419,6,83.8
302,12,27.454545454545453
183,2,183.0
597,6,119.4
128,5,32.0
55,2,55.0
530,4,176.66666666666666
68,3,34.0
30,2,30.0
44,2,44.0
649,11,64.9
1181,5,295.25
230,7,38.333333333333336
155,4,51.666666666666664
133,3,66.5
125,3,62.5
1364,8,194.85714285714286
469,12,42.63636363636363
15,2,15.0
274,2,274.0
266,8,38.0
289,12,26.272727272727273
152,3,76.0
282,2,282.0
132,4,44.0
9,2,9.0
358,8,51.142857142857146
202,6,40.4
29,2,29.0
86,5,21.5
33,3,16.5
4612,33,144.125
341,7,56.833333333333336
5,2,5.0
28,2,28.0
9,2,9.0
23,2,23.0
448,7,74.66666666666667
802,28,29.703703703703702
1250,5,312.5
19,2,19.0
227,8,32.42857142857143
890,4,296.6666666666667
383,15,27.357142857142858
53,3,26.5
16,2,16.0
517,7,86.16666666666667
11,2,11.0
133,5,33.25
576,6,115.2
57,2,57.0
56,2,56.0
387,2,387.0
1481,11,148.1
17,2,17.0
275,4,91.66666666666667
113,2,113.0
38,2,38.0
268,4,89.33333333333333
379,3,189.5
38,3,19.0
309,7,51.5
180,3,90.0
44,2,44.0
92,2,92.0
237,6,47.4
200,2,200.0
71,3,35.5
79,3,39.5
369,8,52.714285714285715
39,2,39.0
210,5,52.5
34,2,34.0
91,3,45.5
83,4,27.666666666666668
41,3,20.5
516,4,172.0
1557,25,64.875
311,4,103.66666666666667
182,6,36.4
1594,16,106.26666666666667
28,4,9.333333333333334
504,8,72.0
42,5,10.5
821,8,117.28571428571429
116,2,116.0
34,3,17.0
375,3,187.5
258,3,129.0
365,2,365.0
24,2,24.0
15,2,15.0
113,4,37.666666666666664
48,3,24.0
1673,12,152.0909090909091
1120,14,86.15384615384616
74,3,37.0
156,5,39.0
283,11,28.3
169,5,42.25
18,2,18.0
144,3,72.0
127,3,63.5
1065,11,106.5
704,6,140.8
1386,10,154.0
625,5,156.25
364,4,121.33333333333333
604,3,302.0
301,3,150.5
88,5,22.0
38,2,38.0
85,2,85.0
130,3,65.0
116,3,58.0
62,3,31.0
709,5,177.25
139,3,69.5
205,3,102.5
227,3,113.5
722,8,103.14285714285714
436,6,87.2
1205,10,133.88888888888889
2273,28,84.18518518518519
3827,34,115.96969696969697
632,11,63.2
728,3,364.0
534,2,534.0
18,2,18.0
171,5,42.75
95,3,47.5
485,5,121.25
118,4,39.333333333333336
9,2,9.0
1538,12,139.8181818181818
308,2,308.0
396,3,198.0
423,2,423.0
381,2,381.0
246,2,246.0
182,5,45.5
950,8,135.71428571428572
160,5,40.0
205,6,41.0
407,6,81.4
553,5,138.25
57,3,28.5
2285,20,120.26315789473684
21,3,10.5
14,2,14.0
116,5,29.0
23,2,23.0
21,3,10.5
12,3,6.0
13,3,6.5
13,3,6.5
40,2,40.0
1395,19,77.5
88,3,44.0
